,公司代码,公司名称,年份,募投项目是否延期
648,000705,浙江震元,2014,0
649,000705,浙江震元,2014,0
650,000707,双环科技,2014,0
651,000707,双环科技,2014,0
652,000708,大冶特钢,2014,0
653,000708,大冶特钢,2014,0
654,000709,河北钢铁,2014,0
655,000709,河北钢铁,2014,0
656,000710,天兴仪表,2014,0
657,000710,天兴仪表,2014,0
658,000711,京蓝科技,2014,0
659,000711,京蓝科技,2014,0
660,000712,锦龙股份,2014,0
661,000712,锦龙股份,2014,0
662,000713,丰乐种业,2014,0
663,000713,丰乐种业,2014,0
664,000715,中兴商业,2014,0
665,000715,中兴商业,2014,0
666,000716,黑芝麻,2014,0
667,000716,黑芝麻,2014,0
668,000717,韶钢松山,2014,0
669,000717,韶钢松山,2014,0
670,000719,大地传媒,2014,0
671,000719,大地传媒,2014,0
672,000720,新能泰山,2014,0
673,000720,新能泰山,2014,0
674,000721,西安饮食,2014,0
675,000721,西安饮食,2014,0
676,000722,湖南发展,2014,0
677,000722,湖南发展,2014,0
678,000723,美锦能源,2014,0
679,000723,美锦能源,2014,0
680,000725,京东方Ａ,2014,0
681,000725,京东方Ａ,2014,0
682,000726,鲁泰Ａ,2014,0
683,000726,鲁泰Ａ,2014,0
684,000727,华东科技,2014,0
685,000727,华东科技,2014,0
686,000728,国元证券,2014,0
687,000728,国元证券,2014,0
688,000729,燕京啤酒,2014,0
689,000729,燕京啤酒,2014,0
690,000731,四川美丰,2014,0
691,000731,四川美丰,2014,0
692,000733,振华科技,2014,0
693,000733,振华科技,2014,0
694,000735,罗牛山,2014,0
695,000735,罗牛山,2014,0
696,000737,南风化工,2014,0
697,000737,南风化工,2014,0
698,000738,中航动控,2014,0
699,000738,中航动控,2014,0
700,000739,普洛药业,2014,0
701,000739,普洛药业,2014,0
702,000748,长城信息,2014,0
703,000748,长城信息,2014,0
704,000750,国海证券,2014,0
705,000750,国海证券,2014,0
706,000751,锌业股份,2014,0
707,000751,锌业股份,2014,0
708,000752,西藏发展,2014,0
709,000752,西藏发展,2014,0
710,000753,漳州发展,2014,1
711,000753,漳州发展,2014,1
712,000755,ST三维,2014,0
713,000755,ST三维,2014,0
714,000756,新华制药,2014,0
715,000756,新华制药,2014,0
716,000757,浩物股份,2014,0
717,000757,浩物股份,2014,0
718,000758,中色股份,2014,0
719,000758,中色股份,2014,0
720,000759,中百集团,2014,0
721,000759,中百集团,2014,0
722,000760,斯太尔,2014,0
723,000760,斯太尔,2014,0
724,000761,本钢板材,2014,0
725,000761,本钢板材,2014,0
726,000762,西藏矿业,2014,1
727,000762,西藏矿业,2014,1
728,000766,通化金马,2014,0
729,000766,通化金马,2014,0
730,000767,漳泽电力,2014,0
731,000767,漳泽电力,2014,0
732,000768,中航飞机,2014,0
733,000768,中航飞机,2014,0
734,000776,广发证券,2014,0
735,000776,广发证券,2014,0
736,000777,中核科技,2014,0
737,000777,中核科技,2014,0
738,000778,新兴铸管,2014,0
739,000778,新兴铸管,2014,0
740,000779,ST派神,2014,0
741,000779,ST派神,2014,0
742,000780,平庄能源,2014,0
743,000780,平庄能源,2014,0
744,000782,美达股份,2014,0
745,000782,美达股份,2014,0
746,000783,长江证券,2014,0
747,000783,长江证券,2014,0
748,000785,武汉中商,2014,0
749,000785,武汉中商,2014,0
750,000786,北新建材,2014,0
751,000786,北新建材,2014,0
752,000788,北大医药,2014,0
753,000788,北大医药,2014,0
754,000789,万年青,2014,0
755,000789,万年青,2014,0
756,000790,华神集团,2014,0
757,000790,华神集团,2014,0
758,000791,甘肃电投,2014,0
759,000791,甘肃电投,2014,0
760,000792,盐湖股份,2014,0
761,000792,盐湖股份,2014,0
762,000793,华闻传媒,2014,0
763,000793,华闻传媒,2014,0
764,000795,太原刚玉,2014,0
765,000795,太原刚玉,2014,0
766,000796,易食股份,2014,0
767,000796,易食股份,2014,0
768,000798,中水渔业,2014,0
769,000798,中水渔业,2014,0
770,000799,ST酒鬼,2014,0
