"授权公告号","申请号","法律状态公告日","法律状态","法律状态信息"
"","201210047558.6","2016.12.28","专利申请权、专利权的转移","专利权的转移"
"","201210048222.1","2016.12.28","发明专利申请公布后的视为撤回","发明专利申请公布后的视为撤回"
"","201210048723.X","2016.12.28","发明专利申请公布后的驳回","发明专利申请公布后的驳回"
"","201210048850.X","2016.12.28","专利申请权、专利权的转移","专利权的转移"
"","201210048850.X","2016.12.28","著录事项变更","著录事项变更"
"","201210049077.9","2016.12.28","发明专利申请公布后的视为撤回","发明专利申请公布后的视为撤回"
"","201210049229.5","2016.12.28","专利申请权、专利权的转移","专利权的转移"
"","201210049538.2","2016.12.28","发明专利申请公布后的视为撤回","发明专利申请公布后的视为撤回"
"","201210049912.9","2016.12.28","发明专利申请公布后的视为撤回","发明专利申请公布后的视为撤回"
"","201210051745.1","2016.12.28","发明专利申请公布后的视为撤回","发明专利申请公布后的视为撤回"
"102654723B","201210052242.6","2016.12.28","授权","授权"
"","201210053165.6","2016.12.28","专利权人的姓名或者名称、地址的变更","专利权人的姓名或者名称、地址的变更"
"","201210053567.6","2016.12.28","发明专利申请公布后的视为撤回","发明专利申请公布后的视为撤回"
"","201210054334.8","2016.12.28","发明专利申请公布后的视为撤回","发明专利申请公布后的视为撤回"
"","201210055515.2","2016.12.28","发明专利申请公布后的驳回","发明专利申请公布后的驳回"
"103297842B","201210055813.1","2016.12.28","授权","授权"
"103294385B","201210055828.8","2016.12.28","授权","授权"
"103309131B","201210056173.6","2016.12.28","授权","授权"
"","201210056174.0","2016.12.28","发明专利申请公布后的视为撤回","发明专利申请公布后的视为撤回"
"","201210057277.9","2016.12.28","发明专利申请公布后的视为撤回","发明专利申请公布后的视为撤回"
"","201210057919.5","2016.12.28","专利申请权、专利权的转移","专利权的转移"
"","201210057919.5","2016.12.28","专利权人的姓名或者名称、地址的变更","专利权人的姓名或者名称、地址的变更"
"","201210058920.X","2016.12.28","发明专利申请公布后的视为撤回","发明专利申请公布后的视为撤回"
"103312585B","201210059492.2","2016.12.28","授权","授权"
"","201210060556.0","2016.12.28","发明专利申请公布后的视为撤回","发明专利申请公布后的视为撤回"
"","201210060798.X","2016.12.28","发明专利申请公布后的视为撤回","发明专利申请公布后的视为撤回"
"103312437B","201210062324.9","2016.12.28","授权","授权"
"102570025B","201210062780.3","2016.12.28","授权","授权"
"","201210063325.5","2016.12.28","发明专利申请公布后的视为撤回","发明专利申请公布后的视为撤回"
"102707841B","201210064097.3","2016.12.28","授权","授权"
"","201210064443.8","2016.12.28","发明专利申请公布后的视为撤回","发明专利申请公布后的视为撤回"
"102707855B","201210065548.5","2016.12.28","授权","授权"
"","201210065842.6","2016.12.28","发明专利申请公布后的视为撤回","发明专利申请公布后的视为撤回"
"103305141B","201210067660.2","2016.12.28","授权","授权"
"103309893B","201210068746.7","2016.12.28","授权","授权"
"","201210069659.3","2016.12.28","专利申请权、专利权的转移","专利权的转移"
"","201210069883.2","2016.12.28","发明专利申请公布后的驳回","发明专利申请公布后的驳回"
"","201210070322.4","2016.12.28","著录事项变更","著录事项变更"
"103312588B","201210070322.4","2016.12.28","授权","授权"
"","201210070704.7","2016.12.28","专利权的视为放弃","专利权的视为放弃"
"","201210070751.1","2016.12.28","专利权质押合同登记的生效、变更及注销","专利权质押合同登记的注销"
"","201210071527.4","2016.12.28","专利权质押合同登记的生效、变更及注销","专利权质押合同登记的注销"
"103310334B","201210071557.5","2016.12.28","授权","授权"
"103309490B","201210071595.0","2016.12.28","授权","授权"
"","201210071606.5","2016.12.28","专利权的视为放弃","专利权的视为放弃"
"","201210071712.3","2016.12.28","著录事项变更","著录事项变更"
"102692338B","201210071976.9","2016.12.28","授权","授权"
"","201210072062.4","2016.12.28","专利权质押合同登记的生效、变更及注销","专利权质押合同登记的注销"
"","201210072072.8","2016.12.28","专利权质押合同登记的生效、变更及注销","专利权质押合同登记的注销"
"","201210072075.1","2016.12.28","专利权质押合同登记的生效、变更及注销","专利权质押合同登记的注销"
"","201210072863.0","2016.12.28","发明专利申请公布后的视为撤回","发明专利申请公布后的视为撤回"
"103324419B","201210073057.5","2016.12.28","授权","授权"
"103324420B","201210073163.3","2016.12.28","授权","授权"
"","201210073526.3","2016.12.28","发明专利申请公布后的视为撤回","发明专利申请公布后的视为撤回"
"","201210074948.2","2016.12.28","专利权人的姓名或者名称、地址的变更","专利权人的姓名或者名称、地址的变更"
"103326766B","201210074984.9","2016.12.28","授权","授权"
"","201210075587.3","2016.12.28","专利权质押合同登记的生效、变更及注销","专利权质押合同登记的注销"
"","201210075825.0","2016.12.28","专利申请权、专利权的转移","专利权的转移"
"","201210076098.X","2016.12.28","专利申请权、专利权的转移","专利权的转移"
"","201210076500.4","2016.12.28","发明专利申请公布后的视为撤回","发明专利申请公布后的视为撤回"
"","201210076931.0","2016.12.28","专利申请权、专利权的转移","专利权的转移"
"","201210077254.4","2016.12.28","发明专利申请公布后的视为撤回","发明专利申请公布后的视为撤回"
"","201210077292.X","2016.12.28","发明专利申请公布后的视为撤回","发明专利申请公布后的视为撤回"
"103324533B","201210077763.7","2016.12.28","授权","授权"
"","201210079525.X","2016.12.28","专利权质押合同登记的生效、变更及注销","专利权质押合同登记的生效"
"","201210079583.2","2016.12.28","发明专利申请公布后的视为撤回","发明专利申请公布后的视为撤回"
"","201210079732.5","2016.12.28","著录事项变更","著录事项变更"
"102692523B","201210080424.4","2016.12.28","授权","授权"
"103326830B","201210080970.8","2016.12.28","授权","授权"
"","201210081350.6","2016.12.28","专利申请权、专利权的转移","专利权的转移"
"102694517B","201210082417.8","2016.12.28","授权","授权"
"103167068B","201210082747.7","2016.12.28","授权","授权"
"","201210083743.0","2016.12.28","专利申请权、专利权的转移","专利权的转移"
"102801218B","201210084263.6","2016.12.28","授权","授权"
"102709451B","201210084562.X","2016.12.28","授权","授权"
"103368814B","201210084614.3","2016.12.28","授权","授权"
"103368904B","201210084811.5","2016.12.28","授权","授权"
"","201210084819.1","2016.12.28","发明专利申请公布后的视为撤回","发明专利申请公布后的视为撤回"
"","201210085736.4","2016.12.28","发明专利申请公布后的视为撤回","发明专利申请公布后的视为撤回"
"102730426B","201210085739.8","2016.12.28","授权","授权"
"","201210085932.1","2016.12.28","专利权人的姓名或者名称、地址的变更","专利权人的姓名或者名称、地址的变更"
"","201210086624.0","2016.12.28","发明专利申请公布后的驳回","发明专利申请公布后的驳回"
"","201210087142.7","2016.12.28","专利权质押合同登记的生效、变更及注销","专利权质押合同登记的生效"
"103363312B","201210087327.8","2016.12.28","授权","授权"
"","201210088841.3","2016.12.28","专利申请权、专利权的转移","专利权的转移"
"","201210088901.1","2016.12.28","专利申请权、专利权的转移","专利权的转移"
"","201210089416.6","2016.12.28","发明专利申请公布后的视为撤回","发明专利申请公布后的视为撤回"
"","201210089521.X","2016.12.28","专利权质押合同登记的生效、变更及注销","专利权质押合同登记的注销"
"102726835B","201210089772.8","2016.12.28","授权","授权"
"","201210092113.X","2016.12.28","发明专利申请公布后的视为撤回","发明专利申请公布后的视为撤回"
"103367431B","201210092227.4","2016.12.28","授权","授权"
"","201210094283.1","2016.12.28","专利权质押合同登记的生效、变更及注销","专利权质押合同登记的注销"
"","201210094287.X","2016.12.28","专利权质押合同登记的生效、变更及注销","专利权质押合同登记的注销"
"","201210094609.0","2016.12.28","专利申请权、专利权的转移","专利权的转移"
"","201210095238.8","2016.12.28","专利申请权、专利权的转移","专利权的转移"
"","201210095275.9","2016.12.28","专利申请权、专利权的转移","专利权的转移"
"","201210095379.X","2016.12.28","著录事项变更","著录事项变更"
"","201210095556.4","2016.12.28","发明专利申请公布后的视为撤回","发明专利申请公布后的视为撤回"
"","201210095559.8","2016.12.28","发明专利申请公布后的视为撤回","发明专利申请公布后的视为撤回"
"103363829B","201210095718.4","2016.12.28","授权","授权"
"102638943B","201210098697.1","2016.12.28","授权","授权"
"","201210098940.X","2016.12.28","专利申请权、专利权的转移","专利权的转移"
"","201210099415.X","2016.12.28","发明专利申请公布后的视为撤回","发明专利申请公布后的视为撤回"
"","201210099478.5","2016.12.28","发明专利申请公布后的视为撤回","发明专利申请公布后的视为撤回"
"103255478B","201210099937.X","2016.12.28","授权","授权"
"","201210100332.8","2016.12.28","专利权的视为放弃","专利权的视为放弃"
"","201210101930.7","2016.12.28","发明专利申请公布后的视为撤回","发明专利申请公布后的视为撤回"
"","201210102869.8","2016.12.28","著录事项变更","著录事项变更"
"","201210103785.6","2016.12.28","发明专利申请公布后的视为撤回","发明专利申请公布后的视为撤回"
"103377038B","201210105393.3","2016.12.28","授权","授权"
"","201210105594.3","2016.12.28","专利申请权、专利权的转移","专利权的转移"
"","201210106584.1","2016.12.28","发明专利申请公布后的视为撤回","发明专利申请公布后的视为撤回"
"","201210108100.7","2016.12.28","发明专利申请公布后的视为撤回","发明专利申请公布后的视为撤回"
"","201210108824.1","2016.12.28","发明专利申请公布后的驳回","发明专利申请公布后的驳回"
"","201210108826.0","2016.12.28","专利申请权、专利权的转移","专利权的转移"
"102738323B","201210110419.3","2016.12.28","授权","授权"
"103376918B","201210111957.4","2016.12.28","授权","授权"
"","201210112141.3","2016.12.28","专利权质押合同登记的生效、变更及注销","专利权质押合同登记的注销"
