"授权公告号","申请号","法律状态公告日","法律状态","法律状态信息"
"","201620212694.X","2016.12.28","专利申请权、专利权的转移","专利权的转移"
"205831673U","201620213705.6","2016.12.28","授权","授权"
"205837439U","201620213921.0","2016.12.28","授权","授权"
"205837510U","201620214175.7","2016.12.28","授权","授权"
"205831059U","201620214220.9","2016.12.28","授权","授权"
"205833016U","201620215936.0","2016.12.28","授权","授权"
"205842094U","201620216196.2","2016.12.28","授权","授权"
"205830380U","201620216592.5","2016.12.28","授权","授权"
"205844909U","201620217072.6","2016.12.28","授权","授权"
"205830899U","201620217397.4","2016.12.28","授权","授权"
"205830900U","201620217494.3","2016.12.28","授权","授权"
"","201620217504.3","2016.12.28","专利权人的姓名或者名称、地址的变更","专利权人的姓名或者名称、地址的变更"
"205843740U","201620218307.3","2016.12.28","授权","授权"
"205831657U","201620218900.8","2016.12.28","授权","授权"
"205845006U","201620218962.9","2016.12.28","授权","授权"
"","201620218982.6","2016.12.28","专利权人的姓名或者名称、地址的变更","专利权人的姓名或者名称、地址的变更"
"205831971U","201620219259.X","2016.12.28","授权","授权"
"205832071U","201620219277.8","2016.12.28","授权","授权"
"205844546U","201620220300.5","2016.12.28","授权","授权"
"205841811U","201620220513.8","2016.12.28","授权","授权"
"205839655U","201620220655.4","2016.12.28","授权","授权"
"205833583U","201620221011.7","2016.12.28","授权","授权"
"205847802U","201620221463.5","2016.12.28","授权","授权"
"205831682U","201620221648.6","2016.12.28","授权","授权"
"","201620222029.9","2016.12.28","专利权人的姓名或者名称、地址的变更","专利权人的姓名或者名称、地址的变更"
"205846844U","201620222471.1","2016.12.28","授权","授权"
"205832115U","201620223282.6","2016.12.28","授权","授权"
"205837292U","201620223519.0","2016.12.28","授权","授权"
"205832058U","201620224228.3","2016.12.28","授权","授权"
"205831675U","201620224316.3","2016.12.28","授权","授权"
"205831676U","201620224320.X","2016.12.28","授权","授权"
"205845186U","201620224602.X","2016.12.28","授权","授权"
"205837450U","201620225881.1","2016.12.28","授权","授权"
"205831218U","201620226185.2","2016.12.28","授权","授权"
"205831551U","201620226217.9","2016.12.28","授权","授权"
"205831493U","201620226219.8","2016.12.28","授权","授权"
"205834729U","201620226406.6","2016.12.28","授权","授权"
"205835808U","201620226554.8","2016.12.28","授权","授权"
"205837649U","201620226601.9","2016.12.28","授权","授权"
"205837066U","201620226710.0","2016.12.28","授权","授权"
"","201620227297.X","2016.12.28","专利权人的姓名或者名称、地址的变更","专利权人的姓名或者名称、地址的变更"
"205832596U","201620227573.2","2016.12.28","授权","授权"
"205838214U","201620228795.6","2016.12.28","授权","授权"
"","201620229006.0","2016.12.28","文件的公告送达","文件的公告送达"
"","201620229006.0","2016.12.28","文件的公告送达","文件的公告送达"
"205840307U","201620229507.9","2016.12.28","授权","授权"
"205832377U","201620230456.1","2016.12.28","授权","授权"
"205831101U","201620230498.5","2016.12.28","授权","授权"
"205839024U","201620231275.0","2016.12.28","授权","授权"
"205837647U","201620232014.0","2016.12.28","授权","授权"
"205835889U","201620232430.0","2016.12.28","授权","授权"
"","201620233538.1","2016.12.28","专利申请权、专利权的转移","专利权的转移"
"","201620233538.1","2016.12.28","著录事项变更","著录事项变更"
"205845236U","201620233589.4","2016.12.28","授权","授权"
"","201620233848.3","2016.12.28","专利权的保全及其解除","专利权的保全"
"205846721U","201620234472.8","2016.12.28","授权","授权"
"205833222U","201620235833.0","2016.12.28","授权","授权"
"205833228U","201620235834.5","2016.12.28","授权","授权"
"205831486U","201620236608.9","2016.12.28","授权","授权"
"205832929U","201620237117.6","2016.12.28","授权","授权"
"205841282U","201620237310.X","2016.12.28","授权","授权"
"205840339U","201620237594.2","2016.12.28","授权","授权"
"205841821U","201620238119.7","2016.12.28","授权","授权"
"205830338U","201620238161.9","2016.12.28","授权","授权"
"205840270U","201620238182.0","2016.12.28","授权","授权"
"205831479U","201620238270.0","2016.12.28","授权","授权"
"205831437U","201620238467.4","2016.12.28","授权","授权"
"205832082U","201620238721.0","2016.12.28","授权","授权"
"205832325U","201620239547.1","2016.12.28","授权","授权"
"205831524U","201620239634.7","2016.12.28","授权","授权"
"205845718U","201620239841.2","2016.12.28","授权","授权"
"205845720U","201620239843.1","2016.12.28","授权","授权"
"205831880U","201620239897.8","2016.12.28","授权","授权"
"205846276U","201620240439.6","2016.12.28","授权","授权"
"205842223U","201620240749.8","2016.12.28","授权","授权"
"205845228U","201620240893.1","2016.12.28","授权","授权"
"205846381U","201620241390.6","2016.12.28","授权","授权"
"205832327U","201620241470.1","2016.12.28","授权","授权"
"205841248U","201620241887.8","2016.12.28","授权","授权"
"205831238U","201620241939.1","2016.12.28","授权","授权"
"205835394U","201620242460.X","2016.12.28","授权","授权"
"205842268U","201620243045.6","2016.12.28","授权","授权"
"205842269U","201620243046.0","2016.12.28","授权","授权"
"205832330U","201620243052.6","2016.12.28","授权","授权"
"205844262U","201620244419.6","2016.12.28","授权","授权"
"205844379U","201620244607.9","2016.12.28","授权","授权"
"205835005U","201620244618.7","2016.12.28","授权","授权"
"205841043U","201620244697.1","2016.12.28","授权","授权"
"205831257U","201620244794.0","2016.12.28","授权","授权"
"205831246U","201620244875.0","2016.12.28","授权","授权"
"205832708U","201620245912.X","2016.12.28","授权","授权"
"205845099U","201620245950.5","2016.12.28","授权","授权"
"","201620246141.6","2016.12.28","专利申请权、专利权的转移","专利权的转移"
"205832343U","201620246950.7","2016.12.28","授权","授权"
"205836368U","201620246960.0","2016.12.28","授权","授权"
"205845332U","201620246971.9","2016.12.28","授权","授权"
"205846086U","201620247053.8","2016.12.28","授权","授权"
"205842911U","201620247329.2","2016.12.28","授权","授权"
"205831552U","201620247730.6","2016.12.28","授权","授权"
"","201620247964.0","2016.12.28","专利申请权、专利权的转移","专利权的转移"
"","201620247964.0","2016.12.28","著录事项变更","著录事项变更"
"205831872U","201620248011.6","2016.12.28","授权","授权"
"205830960U","201620248042.1","2016.12.28","授权","授权"
"205831013U","201620248044.0","2016.12.28","授权","授权"
"205831003U","201620248064.8","2016.12.28","授权","授权"
"205831014U","201620248067.1","2016.12.28","授权","授权"
"205835491U","201620248068.6","2016.12.28","授权","授权"
"205845388U","201620248408.5","2016.12.28","授权","授权"
"205842224U","201620248524.7","2016.12.28","授权","授权"
"205831597U","201620248850.8","2016.12.28","授权","授权"
"205835428U","201620249503.7","2016.12.28","授权","授权"
"205833908U","201620249879.8","2016.12.28","授权","授权"
"205833077U","201620250017.7","2016.12.28","授权","授权"
"205833579U","201620250030.2","2016.12.28","授权","授权"
"205833062U","201620250034.0","2016.12.28","授权","授权"
"205832691U","201620250239.9","2016.12.28","授权","授权"
"205840912U","201620250270.2","2016.12.28","授权","授权"
"205833569U","201620250326.4","2016.12.28","授权","授权"
"205833570U","201620250358.4","2016.12.28","授权","授权"
"205833345U","201620250520.2","2016.12.28","授权","授权"
"205833264U","201620250538.2","2016.12.28","授权","授权"
"205840911U","201620250565.X","2016.12.28","授权","授权"
"205847338U","201620250650.6","2016.12.28","授权","授权"
"205833249U","201620250724.6","2016.12.28","授权","授权"
"205833250U","201620251132.6","2016.12.28","授权","授权"
"205831725U","201620251141.5","2016.12.28","授权","授权"
"205832229U","201620251228.2","2016.12.28","授权","授权"
"205845473U","201620251290.1","2016.12.28","授权","授权"
"","201620251537.X","2016.12.28","专利申请权、专利权的转移","专利权的转移"
"205835899U","201620252178.X","2016.12.28","授权","授权"
"205838396U","201620252372.8","2016.12.28","授权","授权"
"205835901U","201620252589.9","2016.12.28","授权","授权"
"205840482U","201620252623.2","2016.12.28","授权","授权"
"205837416U","201620252652.9","2016.12.28","授权","授权"
"205837327U","201620252653.3","2016.12.28","授权","授权"
"205832296U","201620252668.X","2016.12.28","授权","授权"
"205839720U","201620253238.X","2016.12.28","授权","授权"
"","201620253450.6","2016.12.28","专利申请权、专利权的转移","专利权的转移"
"205845056U","201620253646.5","2016.12.28","授权","授权"
"205845051U","201620253661.X","2016.12.28","授权","授权"
"205844201U","201620253765.0","2016.12.28","授权","授权"
"205841653U","201620254361.3","2016.12.28","授权","授权"
"205836505U","201620255408.8","2016.12.28","授权","授权"
"205835861U","201620256846.6","2016.12.28","授权","授权"
"205845514U","201620257015.0","2016.12.28","授权","授权"
"205834395U","201620257023.5","2016.12.28","授权","授权"
"205834396U","201620257024.X","2016.12.28","授权","授权"
"205832905U","201620257072.9","2016.12.28","授权","授权"
"205833916U","201620257166.6","2016.12.28","授权","授权"
"205832200U","201620257658.5","2016.12.28","授权","授权"
"","201620258360.6","2016.12.28","专利权人的姓名或者名称、地址的变更","专利权人的姓名或者名称、地址的变更"
"205845379U","201620259378.8","2016.12.28","授权","授权"
"205831553U","201620260401.5","2016.12.28","授权","授权"
"205838636U","201620260622.2","2016.12.28","授权","授权"
"205834769U","201620261046.3","2016.12.28","授权","授权"
"","201620261163.X","2016.12.28","专利申请权、专利权的转移","专利权的转移"
"","201620261163.X","2016.12.28","著录事项变更","著录事项变更"
"","201620261418.2","2016.12.28","专利权人的姓名或者名称、地址的变更","专利权人的姓名或者名称、地址的变更"
"205832773U","201620261482.0","2016.12.28","授权","授权"
"205838584U","201620261500.5","2016.12.28","授权","授权"
"205845358U","201620261944.9","2016.12.28","授权","授权"
"205835287U","201620262039.5","2016.12.28","授权","授权"
"","201620262056.9","2016.12.28","专利权人的姓名或者名称、地址的变更","专利权人的姓名或者名称、地址的变更"
"205835761U","201620262230.X","2016.12.28","授权","授权"
"205845371U","201620262642.3","2016.12.28","授权","授权"
"205839055U","201620263047.1","2016.12.28","授权","授权"
"205831502U","201620263198.7","2016.12.28","授权","授权"
"205841983U","201620263406.3","2016.12.28","授权","授权"
"","201620263637.4","2016.12.28","实用新型专利公报更正","实用新型专利公报更正"
"","201620263637.4","2016.12.28","实用新型专利更正","实用新型专利更正"
"","201620263637.4","2016.12.28","著录事项变更","著录事项变更"
"","201620264175.8","2016.12.28","专利权人的姓名或者名称、地址的变更","专利权人的姓名或者名称、地址的变更"
"","201620264176.2","2016.12.28","专利权人的姓名或者名称、地址的变更","专利权人的姓名或者名称、地址的变更"
"","201620264178.1","2016.12.28","专利权人的姓名或者名称、地址的变更","专利权人的姓名或者名称、地址的变更"
"205846746U","201620264307.7","2016.12.28","授权","授权"
"205846552U","201620264447.4","2016.12.28","授权","授权"
"205845118U","201620266300.9","2016.12.28","授权","授权"
"205842576U","201620266475.X","2016.12.28","授权","授权"
"205842577U","201620266476.4","2016.12.28","授权","授权"
"205843116U","201620266520.1","2016.12.28","授权","授权"
"205836586U","201620266614.9","2016.12.28","授权","授权"
"205836518U","201620266929.3","2016.12.28","授权","授权"
"205842473U","201620266964.5","2016.12.28","授权","授权"
"205836420U","201620266965.X","2016.12.28","授权","授权"
"205841719U","201620267019.7","2016.12.28","授权","授权"
"","201620267292.X","2016.12.28","专利权人的姓名或者名称、地址的变更","专利权人的姓名或者名称、地址的变更"
"","201620267459.2","2016.12.28","专利权人的姓名或者名称、地址的变更","专利权人的姓名或者名称、地址的变更"
"205832171U","201620267474.7","2016.12.28","授权","授权"
"205832172U","201620267506.3","2016.12.28","授权","授权"
"","201620267511.4","2016.12.28","专利权人的姓名或者名称、地址的变更","专利权人的姓名或者名称、地址的变更"
"205832173U","201620267659.8","2016.12.28","授权","授权"
"","201620267759.0","2016.12.28","专利权人的姓名或者名称、地址的变更","专利权人的姓名或者名称、地址的变更"
"205845376U","201620268034.3","2016.12.28","授权","授权"
"205840565U","201620268072.9","2016.12.28","授权","授权"
"205847686U","201620268088.X","2016.12.28","授权","授权"
"205832174U","201620268307.4","2016.12.28","授权","授权"
"205843599U","201620268735.7","2016.12.28","授权","授权"
"","201620268792.5","2016.12.28","专利申请权、专利权的转移","专利权的转移"
"205843600U","201620268899.X","2016.12.28","授权","授权"
"205844968U","201620268944.1","2016.12.28","授权","授权"
"","201620268995.4","2016.12.28","专利申请权、专利权的转移","专利权的转移"
"205831435U","201620269376.7","2016.12.28","授权","授权"
"205831940U","201620269459.6","2016.12.28","授权","授权"
"205836314U","201620269503.3","2016.12.28","授权","授权"
"205842901U","201620270265.8","2016.12.28","授权","授权"
"205846270U","201620270277.0","2016.12.28","授权","授权"
"205843601U","201620270503.5","2016.12.28","授权","授权"
"205844206U","201620270543.X","2016.12.28","授权","授权"
"205843602U","201620270556.7","2016.12.28","授权","授权"
"205843603U","201620270570.7","2016.12.28","授权","授权"
"205843604U","201620270583.4","2016.12.28","授权","授权"
"205843605U","201620270603.8","2016.12.28","授权","授权"
"205843905U","201620270982.0","2016.12.28","授权","授权"
"205830555U","201620271340.2","2016.12.28","授权","授权"
"205841337U","201620271485.2","2016.12.28","授权","授权"
"205831236U","201620271526.8","2016.12.28","授权","授权"
"205847050U","201620271991.1","2016.12.28","授权","授权"
"205831757U","201620272104.2","2016.12.28","授权","授权"
"205832852U","201620272181.8","2016.12.28","授权","授权"
"205841237U","201620272446.4","2016.12.28","授权","授权"
"205831464U","201620273412.7","2016.12.28","授权","授权"
"205831541U","201620274093.1","2016.12.28","授权","授权"
"205840360U","201620274305.6","2016.12.28","授权","授权"
"205840831U","201620274453.8","2016.12.28","授权","授权"
"205840783U","201620274455.7","2016.12.28","授权","授权"
"205831686U","201620274471.6","2016.12.28","授权","授权"
"205831650U","201620274479.2","2016.12.28","授权","授权"
"205832102U","201620274567.2","2016.12.28","授权","授权"
"205845345U","201620274623.2","2016.12.28","授权","授权"
"205831542U","201620274689.1","2016.12.28","授权","授权"
"205831543U","201620274701.9","2016.12.28","授权","授权"
"205831538U","201620274703.8","2016.12.28","授权","授权"
"205831963U","201620274918.X","2016.12.28","授权","授权"
"205845357U","201620275003.0","2016.12.28","授权","授权"
"","201620275960.3","2016.12.28","专利申请权、专利权的转移","专利权的转移"
"","201620275960.3","2016.12.28","著录事项变更","著录事项变更"
"205845386U","201620276523.3","2016.12.28","授权","授权"
"205846747U","201620277009.1","2016.12.28","授权","授权"
"","201620277182.1","2016.12.28","著录事项变更","著录事项变更"
"205834164U","201620277473.0","2016.12.28","授权","授权"
"205831515U","201620277678.9","2016.12.28","授权","授权"
"205841450U","201620277946.7","2016.12.28","授权","授权"
"205841453U","201620277949.0","2016.12.28","授权","授权"
"205832616U","201620278534.5","2016.12.28","授权","授权"
"205839826U","201620278699.2","2016.12.28","授权","授权"
"205845392U","201620279004.2","2016.12.28","授权","授权"
"205832378U","201620279069.7","2016.12.28","授权","授权"
"205838632U","201620279070.X","2016.12.28","授权","授权"
"205831522U","201620279152.4","2016.12.28","授权","授权"
"205831537U","201620279287.0","2016.12.28","授权","授权"
"205843451U","201620279529.6","2016.12.28","授权","授权"
"205847366U","201620279688.6","2016.12.28","授权","授权"
"205833237U","201620280098.5","2016.12.28","授权","授权"
"205834405U","201620280121.0","2016.12.28","授权","授权"
"205845367U","201620280751.8","2016.12.28","授权","授权"
"205831708U","201620280892.X","2016.12.28","授权","授权"
"205833315U","201620280921.2","2016.12.28","授权","授权"
"205831981U","201620281351.9","2016.12.28","授权","授权"
"205844969U","201620281690.7","2016.12.28","授权","授权"
"205844902U","201620281709.8","2016.12.28","授权","授权"
"205838235U","201620282661.2","2016.12.28","授权","授权"
"205843070U","201620282789.9","2016.12.28","授权","授权"
"205832306U","201620283334.9","2016.12.28","授权","授权"
"205832568U","201620283423.3","2016.12.28","授权","授权"
"205832051U","201620283718.0","2016.12.28","授权","授权"
"205837355U","201620283944.9","2016.12.28","授权","授权"
"205831838U","201620283973.5","2016.12.28","授权","授权"
"205844158U","201620284134.5","2016.12.28","授权","授权"
"205847404U","201620284259.8","2016.12.28","授权","授权"
"","201620284571.7","2016.12.28","著录事项变更","著录事项变更"
"205837385U","201620284607.1","2016.12.28","授权","授权"
"205845931U","201620284765.7","2016.12.28","授权","授权"
"205832642U","201620284772.7","2016.12.28","授权","授权"
"205830455U","201620284970.3","2016.12.28","授权","授权"
"205847339U","201620285013.2","2016.12.28","授权","授权"
"205845338U","201620285059.4","2016.12.28","授权","授权"
"205832111U","201620285270.6","2016.12.28","授权","授权"
"205830914U","201620285558.3","2016.12.28","授权","授权"
"205831642U","201620285882.5","2016.12.28","授权","授权"
"205832112U","201620286043.5","2016.12.28","授权","授权"
"205831818U","201620286068.5","2016.12.28","授权","授权"
"","201620286124.5","2016.12.28","专利权人的姓名或者名称、地址的变更","专利权人的姓名或者名称、地址的变更"
"205831467U","201620286238.X","2016.12.28","授权","授权"
"","201620286315.1","2016.12.28","专利权人的姓名或者名称、地址的变更","专利权人的姓名或者名称、地址的变更"
"205833185U","201620286586.7","2016.12.28","授权","授权"
"205831060U","201620286688.9","2016.12.28","授权","授权"
"205840186U","201620286724.1","2016.12.28","授权","授权"
"205837365U","201620286923.2","2016.12.28","授权","授权"
"205838902U","201620287136.X","2016.12.28","授权","授权"
"205843687U","201620287199.5","2016.12.28","授权","授权"
"205832005U","201620287456.5","2016.12.28","授权","授权"
"205847096U","201620287762.9","2016.12.28","授权","授权"
"205844211U","201620288062.1","2016.12.28","授权","授权"
"205838318U","201620288231.1","2016.12.28","授权","授权"
"205842539U","201620288343.7","2016.12.28","授权","授权"
"205832626U","201620289142.9","2016.12.28","授权","授权"
"205831462U","201620289415.X","2016.12.28","授权","授权"
"205831643U","201620289495.9","2016.12.28","授权","授权"
"205842518U","201620289752.9","2016.12.28","授权","授权"
"205832061U","201620289836.2","2016.12.28","授权","授权"
"205838681U","201620289950.5","2016.12.28","授权","授权"
"205830815U","201620290176.X","2016.12.28","授权","授权"
"205832326U","201620290383.5","2016.12.28","授权","授权"
"205833398U","201620290731.9","2016.12.28","授权","授权"
"205845349U","201620290919.3","2016.12.28","授权","授权"
"205837136U","201620290980.8","2016.12.28","授权","授权"
"205832150U","201620291243.X","2016.12.28","授权","授权"
"205845341U","201620291455.8","2016.12.28","授权","授权"
"205834774U","201620291458.1","2016.12.28","授权","授权"
"205831765U","201620291479.3","2016.12.28","授权","授权"
"","201620291490.X","2016.12.28","专利申请权、专利权的转移","专利权的转移"
"","201620291490.X","2016.12.28","著录事项变更","著录事项变更"
"205844842U","201620291681.6","2016.12.28","授权","授权"
"205845930U","201620291793.1","2016.12.28","授权","授权"
"205842517U","201620291879.4","2016.12.28","授权","授权"
"205845920U","201620291883.0","2016.12.28","授权","授权"
"205831453U","201620291889.8","2016.12.28","授权","授权"
"","201620291902.X","2016.12.28","著录事项变更","著录事项变更"
"205832390U","201620291922.7","2016.12.28","授权","授权"
"205846964U","201620291987.1","2016.12.28","授权","授权"
"205845060U","201620292175.9","2016.12.28","授权","授权"
"","201620292288.9","2016.12.28","专利权人的姓名或者名称、地址的变更","专利权人的姓名或者名称、地址的变更"
"205839596U","201620292485.0","2016.12.28","授权","授权"
"205831503U","201620292739.9","2016.12.28","授权","授权"
"205831523U","201620292874.3","2016.12.28","授权","授权"
"205845361U","201620293026.4","2016.12.28","授权","授权"
"205845364U","201620293028.3","2016.12.28","授权","授权"
"205845342U","201620293509.4","2016.12.28","授权","授权"
"205845339U","201620293510.7","2016.12.28","授权","授权"
"205839716U","201620294081.5","2016.12.28","授权","授权"
"205831599U","201620294282.5","2016.12.28","授权","授权"
"205830927U","201620294291.4","2016.12.28","授权","授权"
"205830935U","201620294292.9","2016.12.28","授权","授权"
"205847286U","201620294391.7","2016.12.28","授权","授权"
"205834998U","201620294543.3","2016.12.28","授权","授权"
"205832410U","201620294721.2","2016.12.28","授权","授权"
"205835691U","201620294737.3","2016.12.28","授权","授权"
"205832370U","201620294964.6","2016.12.28","授权","授权"
"205832406U","201620295005.6","2016.12.28","授权","授权"
"205840320U","201620295038.0","2016.12.28","授权","授权"
"205831061U","201620295272.3","2016.12.28","授权","授权"
"205832024U","201620295329.X","2016.12.28","授权","授权"
"205831293U","201620295442.8","2016.12.28","授权","授权"
"205831294U","201620295445.1","2016.12.28","授权","授权"
"","201620295817.0","2016.12.28","专利申请权、专利权的转移","专利权的转移"
"","201620295817.0","2016.12.28","著录事项变更","著录事项变更"
"205832307U","201620295825.5","2016.12.28","授权","授权"
"205842144U","201620296210.4","2016.12.28","授权","授权"
"205843606U","201620296303.7","2016.12.28","授权","授权"
"205833953U","201620296326.8","2016.12.28","授权","授权"
"205833850U","201620296782.2","2016.12.28","授权","授权"
"205833855U","201620296783.7","2016.12.28","授权","授权"
"205831982U","201620297006.4","2016.12.28","授权","授权"
"","201620297191.7","2016.12.28","专利申请权、专利权的转移","专利权的转移"
"205833858U","201620297886.5","2016.12.28","授权","授权"
"205831536U","201620298092.0","2016.12.28","授权","授权"
"205837550U","201620298405.2","2016.12.28","授权","授权"
"205845541U","201620298824.6","2016.12.28","授权","授权"
"205841246U","201620299556.X","2016.12.28","授权","授权"
"","201620299577.1","2016.12.28","著录事项变更","著录事项变更"
"205844688U","201620299592.6","2016.12.28","授权","授权"
"205833371U","201620300045.5","2016.12.28","授权","授权"
"205831364U","201620300250.1","2016.12.28","授权","授权"
"205832503U","201620300257.3","2016.12.28","授权","授权"
"","201620300271.3","2016.12.28","著录事项变更","著录事项变更"
"","201620300506.9","2016.12.28","专利权人的姓名或者名称、地址的变更","专利权人的姓名或者名称、地址的变更"
"","201620300638.1","2016.12.28","专利申请权、专利权的转移","专利权的转移"
"","201620300638.1","2016.12.28","著录事项变更","著录事项变更"
"","201620300666.3","2016.12.28","专利申请权、专利权的转移","专利权的转移"
"205832909U","201620301084.7","2016.12.28","授权","授权"
"205832221U","201620301223.6","2016.12.28","授权","授权"
"205832994U","201620301266.4","2016.12.28","授权","授权"
"","201620301588.9","2016.12.28","著录事项变更","著录事项变更"
"205831009U","201620301808.8","2016.12.28","授权","授权"
"205833773U","201620302158.9","2016.12.28","授权","授权"
"205835575U","201620302394.0","2016.12.28","授权","授权"
"205847088U","201620302429.0","2016.12.28","授权","授权"
"205845593U","201620302774.4","2016.12.28","授权","授权"
"205831475U","201620302936.4","2016.12.28","授权","授权"
"205845372U","201620303080.2","2016.12.28","授权","授权"
"205840032U","201620303562.8","2016.12.28","授权","授权"
"205845532U","201620303655.0","2016.12.28","授权","授权"
"205832175U","201620304516.X","2016.12.28","授权","授权"
"205834863U","201620304639.3","2016.12.28","授权","授权"
"205846748U","201620304728.8","2016.12.28","授权","授权"
"205846749U","201620304729.2","2016.12.28","授权","授权"
"205846750U","201620304730.5","2016.12.28","授权","授权"
"205833842U","201620304922.6","2016.12.28","授权","授权"
"205833840U","201620304923.0","2016.12.28","授权","授权"
"205839319U","201620305256.8","2016.12.28","授权","授权"
"205839320U","201620305259.1","2016.12.28","授权","授权"
"205845380U","201620305267.6","2016.12.28","授权","授权"
"205845346U","201620305778.8","2016.12.28","授权","授权"
"205845381U","201620305861.5","2016.12.28","授权","授权"
"205846376U","201620306167.5","2016.12.28","授权","授权"
"205832587U","201620306336.5","2016.12.28","授权","授权"
"205845348U","201620306381.0","2016.12.28","授权","授权"
"205846039U","201620306497.4","2016.12.28","授权","授权"
"205839226U","201620306741.7","2016.12.28","授权","授权"
"205846751U","201620306809.1","2016.12.28","授权","授权"
"","201620306888.6","2016.12.28","专利申请权、专利权的转移","专利权的转移"
"","201620307008.7","2016.12.28","专利申请权、专利权的转移","专利权的转移"
"","201620307008.7","2016.12.28","著录事项变更","著录事项变更"
"205844237U","201620307350.7","2016.12.28","授权","授权"
"205840456U","201620307400.1","2016.12.28","授权","授权"
"205831802U","201620307568.2","2016.12.28","授权","授权"
"205846040U","201620307720.7","2016.12.28","授权","授权"
"205844933U","201620307776.2","2016.12.28","授权","授权"
"205831879U","201620308282.6","2016.12.28","授权","授权"
"205841357U","201620308334.X","2016.12.28","授权","授权"
"205846041U","201620308590.9","2016.12.28","授权","授权"
"205846159U","201620308641.8","2016.12.28","授权","授权"
"205845013U","201620308699.2","2016.12.28","授权","授权"
"205845382U","201620308706.9","2016.12.28","授权","授权"
"205841000U","201620309061.0","2016.12.28","授权","授权"
"205845373U","201620309231.5","2016.12.28","授权","授权"
"205834131U","201620309494.6","2016.12.28","授权","授权"
"205834328U","201620310089.6","2016.12.28","授权","授权"
"205831615U","201620310636.0","2016.12.28","授权","授权"
"205842226U","201620310738.2","2016.12.28","授权","授权"
"205842600U","201620310739.7","2016.12.28","授权","授权"
"205842601U","201620310740.X","2016.12.28","授权","授权"
"205831549U","201620310748.6","2016.12.28","授权","授权"
"205831943U","201620310842.1","2016.12.28","授权","授权"
"205846811U","201620311093.4","2016.12.28","授权","授权"
"205835144U","201620311305.9","2016.12.28","授权","授权"
"205833375U","201620311671.4","2016.12.28","授权","授权"
"","201620311701.1","2016.12.28","专利申请权、专利权的转移","专利权的转移"
"","201620311702.6","2016.12.28","专利申请权、专利权的转移","专利权的转移"
"205831651U","201620311845.7","2016.12.28","授权","授权"
"","201620312273.4","2016.12.28","专利申请权、专利权的转移","专利权的转移"
"","201620312302.7","2016.12.28","专利权的保全及其解除","专利权的保全"
"205845106U","201620312462.1","2016.12.28","授权","授权"
"205833085U","201620312501.8","2016.12.28","授权","授权"
"205833055U","201620312511.1","2016.12.28","授权","授权"
"","201620312598.2","2016.12.28","专利权人的姓名或者名称、地址的变更","专利权人的姓名或者名称、地址的变更"
"205832393U","201620312640.0","2016.12.28","授权","授权"
"205844159U","201620312740.3","2016.12.28","授权","授权"
"","201620312900.4","2016.12.28","著录事项变更","著录事项变更"
"205845689U","201620312913.1","2016.12.28","授权","授权"
"205831731U","201620313117.X","2016.12.28","授权","授权"
"205831612U","201620313328.3","2016.12.28","授权","授权"
"205837441U","201620314052.0","2016.12.28","授权","授权"
"205845282U","201620314055.4","2016.12.28","授权","授权"
"205846410U","201620314056.9","2016.12.28","授权","授权"
"205845383U","201620314205.1","2016.12.28","授权","授权"
"205840603U","201620314314.3","2016.12.28","授权","授权"
"205831468U","201620314454.0","2016.12.28","授权","授权"
"205845575U","201620314807.7","2016.12.28","授权","授权"
"205845533U","201620314808.1","2016.12.28","授权","授权"
"205830969U","201620315462.7","2016.12.28","授权","授权"
"205842321U","201620316236.0","2016.12.28","授权","授权"
"205832278U","201620316403.1","2016.12.28","授权","授权"
"205831854U","201620316976.4","2016.12.28","授权","授权"
"205844887U","201620317080.8","2016.12.28","授权","授权"
"205839220U","201620317142.5","2016.12.28","授权","授权"
"205831737U","201620317195.7","2016.12.28","授权","授权"
"205844263U","201620317525.2","2016.12.28","授权","授权"
"205836312U","201620317714.X","2016.12.28","授权","授权"
"","201620318297.0","2016.12.28","著录事项变更","著录事项变更"
"205846615U","201620318491.9","2016.12.28","授权","授权"
"205847209U","201620318548.5","2016.12.28","授权","授权"
"205831608U","201620318710.3","2016.12.28","授权","授权"
"205835329U","201620318771.X","2016.12.28","授权","授权"
"205831738U","201620318991.2","2016.12.28","授权","授权"
"205844369U","201620319138.2","2016.12.28","授权","授权"
"205844321U","201620319148.6","2016.12.28","授权","授权"
"205843888U","201620319165.X","2016.12.28","授权","授权"
"205845077U","201620319315.7","2016.12.28","授权","授权"
"205831957U","201620319326.5","2016.12.28","授权","授权"
"205831900U","201620319347.7","2016.12.28","授权","授权"
"205830671U","201620319641.8","2016.12.28","授权","授权"
"205846726U","201620319873.3","2016.12.28","授权","授权"
"205842928U","201620319875.2","2016.12.28","授权","授权"
"205842772U","201620320074.8","2016.12.28","授权","授权"
"205838298U","201620320186.3","2016.12.28","授权","授权"
"205831713U","201620320327.1","2016.12.28","授权","授权"
"","201620320382.0","2016.12.28","专利申请权、专利权的转移","专利权的转移"
"205831385U","201620320996.9","2016.12.28","授权","授权"
"205831698U","201620321078.8","2016.12.28","授权","授权"
"205845384U","201620321517.5","2016.12.28","授权","授权"
"205835410U","201620322304.4","2016.12.28","授权","授权"
"205847554U","201620322462.X","2016.12.28","授权","授权"
"205830854U","201620322861.6","2016.12.28","授权","授权"
"205843809U","201620323112.5","2016.12.28","授权","授权"
