授权公告号,申请号,法律状态公告日,法律状态,法律状态信息
,2.0161E+11,2016.12.28,公开,公开
,201610455730.X,2016.12.28,专利申请权、专利权的转移,专利申请权的转移
,201610455730.X,2016.12.28,著录事项变更,著录事项变更
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,公开,公开
,2.0161E+11,2016.12.28,公开,公开
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,201610457424.X,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,公开,公开
,2.0161E+11,2016.12.28,公开,公开
,201610457470.X,2016.12.28,公开,公开
,2.0161E+11,2016.12.28,公开,公开
,2.0161E+11,2016.12.28,公开,公开
,2.0161E+11,2016.12.28,公开,公开
,2.0161E+11,2016.12.28,著录事项变更,著录事项变更
,2.0161E+11,2016.12.28,公开,公开
,2.0161E+11,2016.12.28,公开,公开
,2.0161E+11,2016.12.28,公开,公开
,2.0161E+11,2016.12.28,公开,公开
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,公开,公开
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,公开,公开
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,公开,公开
,2.0161E+11,2016.12.28,著录事项变更,著录事项变更
,201610458403.X,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,公开,公开
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,公开,公开
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,201610459037.X,2016.12.28,公开,公开
,201610459076.X,2016.12.28,公开,公开
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,专利申请权、专利权的转移,专利申请权的转移
,2.0161E+11,2016.12.28,著录事项变更,著录事项变更
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,公开,公开
,201610460390.X,2016.12.28,公开,公开
,2.0161E+11,2016.12.28,公开,公开
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,公开,公开
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,公开,公开
,2.0161E+11,2016.12.28,公开,公开
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,201610461362.X,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,201610466025.X,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,公开,公开
,201610469361.X,2016.12.28,公开,公开
,2.0161E+11,2016.12.28,公开,公开
,201610470566.X,2016.12.28,实质审查的生效,实质审查的生效
,201610470735.X,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,著录事项变更,著录事项变更
,2.0161E+11,2016.12.28,著录事项变更,著录事项变更
,201610471009.X,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,公开,公开
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,201610471922.X,2016.12.28,著录事项变更,著录事项变更
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,公开,公开
,2.0161E+11,2016.12.28,公开,公开
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,公开,公开
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,专利申请权、专利权的转移,专利申请权的转移
,2.0161E+11,2016.12.28,著录事项变更,著录事项变更
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,201610473408.X,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,专利申请权、专利权的转移,专利申请权的转移
,2.0161E+11,2016.12.28,著录事项变更,著录事项变更
,201610473535.X,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,公开,公开
,201610474472.X,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,公开,公开
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,201610477667.X,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,201610478533.X,2016.12.28,实质审查的生效,实质审查的生效
,201610478660.X,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,著录事项变更,著录事项变更
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,201610480185.X,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,201610480259.X,2016.12.28,著录事项变更,著录事项变更
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,专利申请权、专利权的转移,专利申请权的转移
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,201610482993.X,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,201610483436.X,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,文件的公告送达,文件的公告送达
,2.0161E+11,2016.12.28,著录事项变更,著录事项变更
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,著录事项变更,著录事项变更
,2.0161E+11,2016.12.28,著录事项变更,著录事项变更
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,著录事项变更,著录事项变更
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,公开,公开
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,201610489004.X,2016.12.28,实质审查的生效,实质审查的生效
,201610489290.X,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,公开,公开
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,201610489420.X,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,201610489491.X,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,公开,公开
,201610490777.X,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,201610491548.X,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,201610491636.X,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,201610492541.X,2016.12.28,专利申请权、专利权的转移,专利申请权的转移
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,201610493055.X,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,201610494080.X,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,201610495006.X,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,著录事项变更,著录事项变更
,201610495052.X,2016.12.28,发明专利申请公布后的撤回,发明专利申请公布后的撤回
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,201610496049.X,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,201610496426.X,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,著录事项变更,著录事项变更
,2.0161E+11,2016.12.28,著录事项变更,著录事项变更
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,201610498085.X,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,201610498198.X,2016.12.28,实质审查的生效,实质审查的生效
,201610498222.X,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,发明专利申请公布后的撤回,发明专利申请公布后的撤回
,2.0161E+11,2016.12.28,著录事项变更,著录事项变更
,201610499113.X,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,201610499321.X,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,201610499635.X,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.0161E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.01611E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.01611E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.01611E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.01611E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.01611E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.01611E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.01611E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.01611E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.01611E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.01611E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.01611E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.01611E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.01611E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.01611E+11,2016.12.28,实质审查的生效,实质审查的生效
,201610501601.X,2016.12.28,实质审查的生效,实质审查的生效
,2.01611E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.01611E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.01611E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.01611E+11,2016.12.28,公开,公开
,2.01611E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.01611E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.01611E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.01611E+11,2016.12.28,发明专利申请公布后的撤回,发明专利申请公布后的撤回
,2.01611E+11,2016.12.28,文件的公告送达,文件的公告送达
,2.01611E+11,2016.12.28,实质审查的生效,实质审查的生效
,201610502813.X,2016.12.28,著录事项变更,著录事项变更
,2.01611E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.01611E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.01611E+11,2016.12.28,发明专利申请公布后的撤回,发明专利申请公布后的撤回
,2.01611E+11,2016.12.28,实质审查的生效,实质审查的生效
,201610503327.X,2016.12.28,实质审查的生效,实质审查的生效
,2.01611E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.01611E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.01611E+11,2016.12.28,实质审查的生效,实质审查的生效
,201610503542.X,2016.12.28,专利申请权、专利权的转移,专利申请权的转移
,2.01611E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.01611E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.01611E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.01611E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.01611E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.01611E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.01611E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.01611E+11,2016.12.28,实质审查的生效,实质审查的生效
,201610504539.X,2016.12.28,实质审查的生效,实质审查的生效
,2.01611E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.01611E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.01611E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.01611E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.01611E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.01611E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.01611E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.01611E+11,2016.12.28,实质审查的生效,实质审查的生效
,201610505645.X,2016.12.28,实质审查的生效,实质审查的生效
,2.01611E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.01611E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.01611E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.01611E+11,2016.12.28,实质审查的生效,实质审查的生效
,201610506310.X,2016.12.28,实质审查的生效,实质审查的生效
,2.01611E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.01611E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.01611E+11,2016.12.28,公开,公开
,2.01611E+11,2016.12.28,实质审查的生效,实质审查的生效
,201610506945.X,2016.12.28,公开,公开
,2.01611E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.01611E+11,2016.12.28,公开,公开
,201610507025.X,2016.12.28,实质审查的生效,实质审查的生效
,2.01611E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.01611E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.01611E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.01611E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.01611E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.01611E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.01611E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.01611E+11,2016.12.28,著录事项变更,著录事项变更
,2.01611E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.01611E+11,2016.12.28,公开,公开
,2.01611E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.01611E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.01611E+11,2016.12.28,实质审查的生效,实质审查的生效
,201610508276.X,2016.12.28,实质审查的生效,实质审查的生效
,2.01611E+11,2016.12.28,著录事项变更,著录事项变更
,2.01611E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.01611E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.01611E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.01611E+11,2016.12.28,实质审查的生效,实质审查的生效
,2.01611E+11,2016.12.28,实质审查的生效,实质审查的生效
,201610508903.X,2016.12.28,实质审查的生效,实质审查的生效
,2.01611E+11,2016.12.28,实质审查的生效,实质审查的生效
